疾病编码,总费用,总住院天数,总住院次数,总人数,平均费用,平均住院次数
P59.901,47834388.88,52100,13112,11718,3648.138261,1.11896228
E11.000x001,17610187.59,14818,1496,1337,11771.51577,1.118922962
T24.200x003,12707763.55,17142,1487,1329,8545.906893,1.118886381
K25.100x001,26676146.2,13652,1130,1010,23607.20903,1.118811881
K63.801,359485.56,613,113,101,3181.288142,1.118811881
L08.002,371639.23,1397,226,202,1644.421372,1.118811881
N83.102,1183210.32,756,113,101,10470.88779,1.118811881
T18.502,612876.88,441,113,101,5423.689204,1.118811881
S72.400x001,51232650.07,36483,2025,1810,25300.07411,1.11878453
I21.002,1365810.37,472,66,59,20694.09652,1.118644068
M53.206,337911.96,635,66,59,5119.878182,1.118644068
M62.604,235912.37,490,66,59,3574.429848,1.118644068
P83.500x002,291556.53,244,66,59,4417.523182,1.118644068
S64.100x002,571384.03,683,66,59,8657.333788,1.118644068
J39.203,3170470.01,2258,547,489,5796.106051,1.118609407
F48.901,1473632.36,2206,434,388,3395.466267,1.118556701
R56.800x001,1423684.02,1230,434,388,3280.377926,1.118556701
J12.900,296126685.5,351040,36580,32703,8095.316717,1.118551815
S62.300x011,3393979.51,3995,453,405,7492.228499,1.118518519
E06.304,6830110.22,4927,774,692,8824.431809,1.11849711
M51.200,1927335.07,3535,387,346,4980.193979,1.11849711
N87.000x002,7275520.11,7783,1822,1629,3993.150445,1.118477594
A63.002,2152058.48,2941,557,498,3863.659749,1.118473896
T24.300x003,35718440.34,23836,1048,937,34082.48124,1.11846318
E03.900,11348813.97,16037,2474,2212,4587.232809,1.118444846
H02.812,1220472.26,1622,510,456,2393.082863,1.118421053
R05.x00,11009094.24,20293,3262,2917,3374.95225,1.118272197
S51.901,5611365.99,5271,662,592,8476.383671,1.118243243
H16.900,11226369.46,30919,5339,4775,2102.710144,1.118115183
J02.900x004,402632.36,741,142,127,2835.439155,1.118110236
O99.604,569145.78,976,284,254,2004.034437,1.118110236
K26.900,4906414.48,12918,1865,1668,2630.785244,1.118105516
I25.900,7766947.57,20303,2651,2371,2929.81802,1.118093631
N05.900x008,1073579.3,1321,199,178,5394.870854,1.117977528
S72.200,4772708.69,3424,218,195,21893.15913,1.117948718
N10.x02,65388330.61,125643,15747,14086,4152.430978,1.117918501
O99.205,1378922.79,1335,294,263,4690.213571,1.117870722
K26.400,2628189.21,3133,408,365,6441.640221,1.117808219
K85.001,5315284.15,5919,854,764,6223.986124,1.117801047
N32.000,4769505.66,4259,503,450,9482.118608,1.117777778
S42.000,238896307.3,234954,21355,19105,11186.90271,1.117770217
A15.000x025,325839.99,250,19,17,17149.47316,1.117647059
A15.301,746233.3,602,38,34,19637.71842,1.117647059
C14.800x006,557029.01,226,19,17,29317.31632,1.117647059
C53.000,1217640.06,780,76,68,16021.57974,1.117647059
C68.800x003,303730.15,207,19,17,15985.79737,1.117647059
C91.101,187932.25,171,19,17,9891.171053,1.117647059
D00.000x007,126054.28,203,19,17,6634.435789,1.117647059
D16.900x002,202967.05,151,19,17,10682.47632,1.117647059
D29.001,99130.63,123,19,17,5217.401579,1.117647059
D43.009,526741.74,199,19,17,27723.24947,1.117647059
D62.x00,603468.13,547,95,85,6352.296105,1.117647059
F05.101,94820.49,233,19,17,4990.552105,1.117647059
F32.000x002,114556.33,314,19,17,6029.280526,1.117647059
G25.000x009,1144387.39,601,57,51,20076.97175,1.117647059
G90.900x002,3793121.13,5532,836,748,4537.226232,1.117647059
H11.201,1570445.78,928,304,272,5165.940066,1.117647059
H33.500x008,151811.1,111,19,17,7990.057895,1.117647059
H66.101,126500.13,132,19,17,6657.901579,1.117647059
H68.101,209254.31,142,19,17,11013.38474,1.117647059
I08.304,2082730.95,509,38,34,54808.70921,1.117647059
I88.100x001,449818.14,576,76,68,5918.659737,1.117647059
J00.x00x007,109430.88,206,38,34,2879.76,1.117647059
J32.800x009,661377.6,450,76,68,8702.336842,1.117647059
J35.802,228900.8,588,95,85,2409.482105,1.117647059
J45.900x034,1335863,1251,152,136,8788.572368,1.117647059
K09.806,283791.3,278,38,34,7468.192105,1.117647059
K12.207,219419.35,275,38,34,5774.193421,1.117647059
K22.000,374915.1,471,57,51,6577.457895,1.117647059
K40.308,157220.04,132,19,17,8274.738947,1.117647059
K59.200x003,108122.81,153,19,17,5690.674211,1.117647059
K82.900,67303.44,84,19,17,3542.286316,1.117647059
L03.102,368311.77,769,95,85,3876.966,1.117647059
L89.300x004,196405.79,396,19,17,10337.14684,1.117647059
L90.500x036,143124.33,76,19,17,7532.859474,1.117647059
L90.500x048,498717.13,449,38,34,13124.135,1.117647059
M05.302+I43.8*,120953.57,184,19,17,6365.977368,1.117647059
M47.800x024,305351.13,170,19,17,16071.11211,1.117647059
M67.901,241983.09,311,38,34,6367.976053,1.117647059
M71.108,125212.03,216,19,17,6590.106842,1.117647059
M75.101,8282277.69,5470,513,459,16144.79082,1.117647059
M86.000,303566.85,347,19,17,15977.20263,1.117647059
M86.900x001,412987.27,333,19,17,21736.17211,1.117647059
N50.822,113743.75,87,19,17,5986.513158,1.117647059
O26.800x013,155612.93,104,19,17,8190.154211,1.117647059
O26.900x306,23257.64,55,19,17,1224.086316,1.117647059
O91.202,109821.55,202,38,34,2890.040789,1.117647059
O98.403,90433.07,91,19,17,4759.635263,1.117647059
P70.100,74326.75,72,19,17,3911.934211,1.117647059
Q67.700,2299619.49,624,76,68,30258.15118,1.117647059
Q78.405,339149.09,309,38,34,8924.976053,1.117647059
R19.800,72965.49,152,19,17,3840.288947,1.117647059
R25.300,109887.93,140,19,17,5783.575263,1.117647059
S01.400x031,70786.65,49,19,17,3725.613158,1.117647059
S02.700x002,3593869.64,2165,171,153,21016.78152,1.117647059
S03.000x003,106664.94,80,19,17,5613.944211,1.117647059
S05.808,102897.52,226,38,34,2707.829474,1.117647059
S06.800x004,617082.63,221,19,17,32478.03316,1.117647059
S06.800x005,919140.18,912,57,51,16125.26632,1.117647059
S14.300,561210.72,1107,38,34,14768.70316,1.117647059
S46.301,475253.69,414,57,51,8337.784035,1.117647059
S82.100x086,333398.45,391,38,34,8773.643421,1.117647059
S83.200x003,947876.22,405,57,51,16629.40737,1.117647059
S83.300,110856.08,178,19,17,5834.530526,1.117647059
S96.700x001,237821.08,230,19,17,12516.89895,1.117647059
T00.900x006,85684.35,315,19,17,4509.702632,1.117647059
T03.200,49894.2,136,19,17,2626.010526,1.117647059
T21.200x054,155771.16,184,19,17,8198.482105,1.117647059
T24.700x003,364330.37,315,19,17,19175.28263,1.117647059
T28.501,108282.51,162,19,17,5699.079474,1.117647059
T81.000x021,243864.98,605,152,136,1604.374868,1.117647059
K29.500,339056952.6,777304,124879,111734,2715.083822,1.117645479
J41.100,6964210.43,18181,2568,2298,2711.919949,1.117493473
K11.205,2760151.33,2419,333,298,8288.742733,1.117449664
I25.902,6695384.89,21743,3217,2879,2081.251131,1.117401876
Q51.203,1805198.04,728,257,230,7024.116887,1.117391304
S42.311,7803120.02,5585,238,213,32786.21857,1.117370892
K41.900,3344044.05,3727,543,486,6158.460497,1.117283951
K83.817,4404295.12,4306,724,648,6083.280552,1.117283951
J98.400x024,63200465.21,62018,5517,4938,11455.5855,1.117253949
K09.204,20774969.35,13039,2306,2064,9009.093387,1.117248062
J34.810,5366371.8,3689,877,785,6119.010034,1.117197452
I20.005,1482800.78,988,143,128,10369.23622,1.1171875
E15.x00x001,7322941.71,7481,1478,1323,4954.629032,1.117157974
S02.100x001,2422303.49,3583,391,350,6195.149591,1.117142857
K25.901,968323.95,2554,372,333,2603.021371,1.117117117
N92.200,346063.04,580,124,111,2790.830968,1.117117117
I67.110,44967667.84,6763,811,726,55447.18599,1.11707989
D36.714,1221923.84,1240,315,282,3879.123302,1.117021277
S62.500x011,1701865.03,2188,210,188,8104.11919,1.117021277
S82.110,9781430.38,7605,315,282,31052.15994,1.117021277
D25.000,28857056.31,17801,3628,3248,7953.98465,1.116995074
I50.900x009,588287.56,760,86,77,6840.553023,1.116883117
M20.002,1004213.52,871,86,77,11676.9014,1.116883117
S39.904,806380.9,918,172,154,4688.261047,1.116883117
T92.501,465151.92,561,86,77,5408.743256,1.116883117
O68.201,6822336.36,4340,813,728,8391.557638,1.116758242
S09.200x001,1155667.23,1713,287,257,4026.715087,1.116731518
N73.603,26242551.06,5625,1847,1654,14208.20306,1.11668682
E87.203,788651.11,657,67,60,11770.91209,1.116666667
H61.800x012,312289.87,460,134,120,2330.521418,1.116666667
J35.803,2974136.7,2376,469,420,6341.442857,1.116666667
M76.807,196028.46,544,67,60,2925.79791,1.116666667
N17.800x001,1403756.66,1151,134,120,10475.79597,1.116666667
R07.301,165343.96,350,67,60,2467.820299,1.116666667
S01.800x085,340303.02,386,67,60,5079.149552,1.116666667
S31.300x002,526872.72,588,67,60,7863.77194,1.116666667
T43.200,208448.06,167,67,60,3111.165075,1.116666667
Z98.800x115,469143.48,723,67,60,7002.141493,1.116666667
K25.500x001,33333820.64,16736,1369,1226,24349.02896,1.116639478
J20.900,1045946323,3054384,560171,501690,1867.191131,1.116568
M53.207,24787567.63,19974,1849,1656,13405.93165,1.116545894
G47.000x001,2332569.46,5665,508,455,4591.672165,1.116483516
H20.000x004,1480562.41,3389,556,498,2662.882032,1.116465863
T75.400x001,5531332.03,6229,652,584,8483.638083,1.116438356
H65.900x001,25910110.04,33289,6607,5918,3921.61496,1.116424468
A16.200x014,4603253.59,2538,259,232,17773.17988,1.11637931
K25.000x002,12068185.24,13884,2312,2071,5219.803304,1.116368904
B00.203,630011.24,1868,355,318,1774.679549,1.116352201
C76.100x003,1393404.58,621,48,43,29029.26208,1.11627907
D10.500x001,2951615.1,1781,528,473,5590.180114,1.11627907
D23.602,348943.53,400,96,86,3634.828438,1.11627907
D36.700x038,354597.1,431,96,86,3693.719792,1.11627907
E11.600x911,2614842.22,2241,96,86,27237.93979,1.11627907
J31.004,212408.33,269,48,43,4425.173542,1.11627907
J42.x00x006,296818.7,381,48,43,6183.722917,1.11627907
K62.100x002,1809230.66,1845,288,258,6282.050903,1.11627907
M60.200x091,299921.19,272,48,43,6248.358125,1.11627907
O08.100x002,1773836.07,1693,432,387,4106.102014,1.11627907
O64.401,415237.77,243,48,43,8650.786875,1.11627907
S63.100x002,353523.52,375,48,43,7365.073333,1.11627907
S66.000,224649.78,371,48,43,4680.20375,1.11627907
J00.x00,3244462.99,11487,2622,2349,1237.400072,1.116219668
G31.203,2277043.1,3163,365,327,6238.474247,1.116207951
O33.900x002,32801228.43,25299,4361,3907,7521.492417,1.116201689
B34.400x002,788957.18,903,221,198,3569.941991,1.116161616
I80.104,4072205.38,2028,221,198,18426.26869,1.116161616
K55.002,7672091.6,2965,221,198,34715.34661,1.116161616
K75.901,910708.57,1648,173,155,5264.211387,1.116129032
N13.203,233706702.9,203900,40464,36254,5775.669804,1.116125117
N97.900x003,14780503.89,4615,1500,1344,9853.66926,1.116071429
J15.400,2051170.6,2089,231,207,8879.526407,1.115942029
M62.605,502116.72,1272,154,138,3260.498182,1.115942029
T18.501,284476.73,277,77,69,3694.502987,1.115942029
M54.400,102350547.3,337566,35672,31966,2869.212473,1.115935682
N41.100,14520292.72,31439,4315,3867,3365.073632,1.115852082
J43.900x011,7529721.16,3484,289,259,26054.39848,1.115830116
R56.800,543665.87,739,289,259,1881.196782,1.115830116
I67.200,35431637.31,77686,11342,10165,3123.93205,1.115789474
N83.201,89157044.94,55745,8991,8058,9916.254581,1.115785555
O45.900x003,2816588.31,1682,299,268,9420.027793,1.115671642
J65.x00x002,1823595.34,1538,164,147,11119.48378,1.115646259
J98.400x021,2305130.38,3554,357,320,6456.947843,1.115625
S13.102,5291042.62,11434,1293,1159,4092.066991,1.115616911
E14.900x001,4810279.17,9645,1351,1211,3560.532324,1.115606936
I63.401,7956822.55,9088,386,346,20613.52992,1.115606936
L02.800,674501.97,1609,193,173,3494.82886,1.115606936
N43.301,28771602.6,35351,5665,5078,5078.83541,1.115596692
K13.702,1954033.93,2569,502,450,3892.497869,1.115555556
M51.101+G55.1*,150046029.7,237138,23656,21207,6342.831827,1.115480737
M12.500x061,4136457.39,7299,541,485,7645.947116,1.115463918
N30.201,8594133.92,13879,1797,1611,4782.489661,1.115456238
S42.402,18432627.42,15680,1701,1525,10836.34769,1.115409836
B20.600x001,278538.56,355,29,26,9604.777931,1.115384615
D16.900,137366.7,184,29,26,4736.782759,1.115384615
D17.500x010,489863.47,525,116,104,4222.960948,1.115384615
D22.500x005,126163,111,29,26,4350.448276,1.115384615
D37.604,706314.58,339,29,26,24355.67517,1.115384615
D38.003,163303.97,180,29,26,5631.171379,1.115384615
D58.205,140828.96,146,29,26,4856.171034,1.115384615
E14.200x211+N08.3*,91874.05,251,29,26,3168.07069,1.115384615
H92.100,51667.48,205,29,26,1781.637241,1.115384615
I10.x02,475242,719,116,104,4096.913793,1.115384615
I30.100x006,261240.16,238,29,26,9008.281379,1.115384615
I51.400,12635939.72,20668,3219,2886,3925.423958,1.115384615
K14.802,97370.65,129,29,26,3357.608621,1.115384615
K51.203,126594.51,290,29,26,4365.327931,1.115384615
K82.100,73010.15,167,29,26,2517.591379,1.115384615
M20.005,464099.52,490,58,52,8001.715862,1.115384615
M23.307,1893706.13,4153,377,338,5023.093183,1.115384615
M60.003,161806.31,265,29,26,5579.527931,1.115384615
M87.900,3706229.99,3900,232,208,15975.12927,1.115384615
N30.808,301845.64,282,29,26,10408.47034,1.115384615
O12.000,195002.26,181,29,26,6724.215862,1.115384615
O35.814,142407,153,29,26,4910.586207,1.115384615
Q27.809,631240.91,253,29,26,21766.92793,1.115384615
R93.801,671738.22,819,116,104,5790.846724,1.115384615
S36.001,876918.53,889,87,78,10079.52333,1.115384615
T20.201,7192437.4,10435,1189,1066,6049.14836,1.115384615
T38.300x003,108962.03,79,29,26,3757.311379,1.115384615
T60.200x001,67620.3,73,29,26,2331.734483,1.115384615
Z42.300,245983.58,211,29,26,8482.192414,1.115384615
Z94.500x004,257377.63,329,58,52,4437.545345,1.115384615
N20.000,183300571.8,185543,32559,29192,5629.797345,1.115339819
E15.x00,1096722.2,2080,445,399,2464.54427,1.115288221
N70.900x007,6323951.05,4868,445,399,14211.12596,1.115288221
E87.600,19998731.69,36251,6812,6108,2935.809115,1.115258677
R93.300x004,1507696.82,1683,300,269,5025.656067,1.115241636
A41.900,103081396.3,83099,8519,7639,12100.17564,1.115198324
L02.400x013,2472087.64,4493,455,408,5433.159648,1.115196078
M00.005,2228373.85,2625,184,165,12110.72745,1.115151515
J38.716,1575801.83,2220,310,278,5083.23171,1.115107914
R22.300x002,2578395.4,2588,775,695,3326.961806,1.115107914
S42.000x031,29449666.88,29489,2451,2198,12015.36796,1.115104641
R21.x02,1521363.09,4355,746,669,2039.36071,1.11509716
I25.600,7863986.97,9297,1405,1260,5597.143751,1.115079365
S32.000x041,40439193.26,30230,2481,2225,16299.55391,1.11505618
D17.001,1946060.25,1892,504,452,3861.230655,1.115044248
K12.200,660261.76,1720,252,226,2620.086349,1.115044248
S81.000,8361109.37,12833,1493,1339,5600.207214,1.115011202
B37.100,7478214.01,5530,320,287,23369.41878,1.114982578
R58.x00x005,965714.2,716,97,87,9955.816495,1.114942529
K35.000x012,27889356.52,20829,2726,2445,10230.8718,1.114928425
K29.600,13722307.36,41725,7364,6605,1863.4312,1.114912945
N30.902,7471157.55,11601,1630,1462,4583.532239,1.114911081
K31.811,1208699.3,1941,233,209,5187.550644,1.114832536
K27.901,45568797.96,104039,16069,14414,2835.820397,1.114818926
Z46.600x001,15448240.5,15338,9729,8727,1587.854918,1.114816088
C79.800x834,789525.73,678,68,61,11610.6725,1.114754098
D40.000x001,598408.84,305,68,61,8800.13,1.114754098
S86.300x004,1541989.21,2161,204,183,7558.770637,1.114754098
S93.400x032,910530.57,701,68,61,13390.15544,1.114754098
S82.200,4550151.44,5042,311,279,14630.71203,1.114695341
M85.600x052,19288011.52,27152,3209,2879,6010.598791,1.114623133
J32.900,220510177.6,178802,26768,24016,8237.827913,1.114590273
H60.403,527718.08,668,107,96,4931.944673,1.114583333
K82.807,1006045.79,634,107,96,9402.297103,1.114583333
S62.600x011,5835832.76,7015,769,690,7588.859246,1.114492754
T60.001,16701737.81,7562,1558,1398,10719.98576,1.114449213
T81.400x001,6613123.68,8773,594,533,11133.20485,1.114446529
I60.200x002,27514869.55,5994,302,271,91108.83957,1.114391144
K01.100,2463963.88,1838,419,376,5880.582053,1.114361702
L30.905,7073184.45,18903,2670,2396,2649.132753,1.114357262
K41.302,17188087.34,11212,1569,1408,10954.80391,1.114346591
O91.201,8241882.04,15712,3333,2991,2472.811893,1.114343029
O99.000x042,4542540.17,2829,653,586,6956.416799,1.114334471
I83.001,17497033.31,19576,2193,1968,7978.583361,1.114329268
B00.500x005+H19.1*,83088.38,247,39,35,2130.471282,1.114285714
B22.200,414837.74,444,39,35,10636.86513,1.114285714
D41.901,121203.4,248,39,35,3107.779487,1.114285714
D72.806,262985.63,267,39,35,6743.221282,1.114285714
H20.100,191585.2,498,78,70,2456.220513,1.114285714
I60.000x004,3923921.62,670,39,35,100613.3749,1.114285714
I60.600x008,859560.66,473,39,35,22040.01692,1.114285714
I95.200,281109.23,339,78,70,3603.964487,1.114285714
M89.901,262839.45,265,39,35,6739.473077,1.114285714
S31.006,188542.84,205,39,35,4834.431795,1.114285714
S58.100x001,2511991.79,1172,39,35,64410.0459,1.114285714
S98.100,1005635.45,1214,117,105,8595.174786,1.114285714
T22.300x011,535693.04,635,39,35,13735.71897,1.114285714
E11.201+,1767039,3104,361,324,4894.844875,1.114197531
S99.800x001,3479768.51,5482,322,289,10806.7345,1.114186851
J98.405,97860206.78,29572,2859,2566,34228.82364,1.114185503
O34.800x005,4528886.61,2504,449,403,10086.60715,1.114143921
N21.000,79135288.38,77246,11239,10088,7041.132519,1.114095956
A41.500,2009945.48,1999,166,149,12108.1053,1.11409396
K56.700x011,7847728.28,7489,1299,1166,6041.361263,1.11406518
K63.500x084,20518560.06,17925,4034,3621,5086.405568,1.11405689
K80.801,3266188.69,1439,127,114,25718.02118,1.114035088
O00.104,50892138.09,27181,5930,5323,8582.148076,1.11403344
J90.x00,1482010.92,2806,342,307,4333.365263,1.114006515
I24.800x007,4683219.24,2099,303,272,15456.16911,1.113970588
K27.900x002,2365267.2,3424,479,430,4937.927349,1.113953488
L02.201,4123569.86,9081,1046,939,3942.2274,1.113951012
M00.900x071,3441206.85,3939,352,316,9776.155824,1.113924051
K91.500,2443296.85,4938,753,676,3244.750133,1.113905325
H26.801,6304890.63,2653,1027,922,6139.134012,1.113882863
K06.803,3576055.46,2940,538,483,6646.943234,1.113871636
K80.405,4317611.02,2292,225,202,19189.38231,1.113861386
K52.903,2759940.57,3777,597,536,4623.01603,1.11380597
S02.102,2868417.1,4195,509,457,5635.397053,1.113785558
J11.000,911666.23,1656,284,255,3210.092359,1.11372549
H21.000,758427.46,1727,333,299,2277.55994,1.113712375
S82.201,71671699.85,69799,3644,3272,19668.41379,1.113691932
P36.901,12285066.55,10109,1019,915,12056.0025,1.113661202
A52.100,383015.46,596,49,44,7816.642041,1.113636364
F33.000x002,339549.85,679,49,44,6929.588776,1.113636364
H35.004,688790.7,1047,147,132,4685.65102,1.113636364
J15.100,4532844.26,3448,245,220,18501.40514,1.113636364
M67.100x041,993936.54,1001,147,132,6761.473061,1.113636364
M70.700,229998.39,407,49,44,4693.844694,1.113636364
O99.700x013,264865.99,334,49,44,5405.428367,1.113636364
S83.500x003,4155335.38,3396,304,273,13668.86638,1.113553114
F05.900,2315724.14,2630,206,185,11241.37932,1.113513514
S90.800x043,530069.81,903,157,141,3376.240828,1.113475177
T30.000,901679.29,2551,265,238,3402.563358,1.113445378
N85.800x009,2783300.73,4297,638,573,4362.540329,1.113438045
C79.800,941154.61,1262,108,97,8714.394537,1.113402062
S27.100,9815758.91,6938,540,485,18177.33131,1.113402062
J21.901,92074879.05,256660,42487,38160,2167.130629,1.113390985
M48.903,205269511.9,690440,76585,68788,2680.2835,1.113348258
E11.000x012,8060659.3,9172,1493,1341,5398.968051,1.113348248
K56.400x001,2000170.02,1860,344,309,5814.447733,1.113268608
A09.000x006,758153.2,848,118,106,6425.027119,1.113207547
D30.400,376065.84,459,59,53,6373.997288,1.113207547
I88.104,399506.61,434,59,53,6771.298475,1.113207547
K62.600,189017.04,423,59,53,3203.678644,1.113207547
M86.604,1113548.51,970,59,53,18873.70356,1.113207547
O28.300x001,884119.95,1101,236,212,3746.270975,1.113207547
O75.801,1335257.37,895,177,159,7543.826949,1.113207547
S02.902,1930850.15,1227,118,106,16363.13686,1.113207547
S39.903,145030.2,250,59,53,2458.138983,1.113207547
S52.200x011,4991007.74,4870,472,424,10574.16894,1.113207547
"J18.900,",306841.59,1226,187,168,1640.864118,1.113095238
K25.600,2082532.35,2281,315,283,6611.21381,1.113074205
K57.102,1126586.3,966,128,115,8801.455469,1.113043478
N13.204,882609.98,1573,256,230,3447.695234,1.113043478
S61.900x002,3611464.69,3136,512,460,7053.641973,1.113043478
K60.300,112886795.3,126840,15626,14039,7224.292544,1.113042239
K81.100,13810130.17,21847,3536,3177,3905.579799,1.112999685
S72.400x013,5678741.36,5687,394,354,14413.04914,1.11299435
H15.000,910342.88,2045,335,301,2717.441433,1.112956811
S63.500x101,3997592.02,3159,335,301,11933.11051,1.112956811
F39.x00,7392760.08,12128,739,664,10003.73488,1.112951807
M17.301,4556961.16,5025,404,363,11279.60683,1.112947658
I66.903,1674505.06,5458,749,673,2235.654286,1.112927192
E11.300x051+H42.0*,501029.98,501,69,62,7261.304058,1.112903226
L08.900x024,1380769.41,2691,207,186,6670.383623,1.112903226
O11.x01,1063484.61,784,138,124,7706.410217,1.112903226
